Date,Close,High,Low,Open,Volume,Ticker,KSE100_Close,CompanyName,Sector
2020-12-02,102.85,103.44,101.56,102.9,2226668.0,DGKC,40531.13,DG Khan Cement Company,Cement
2020-12-03,103.09,105.37,102.69,103.34,4667390.0,DGKC,35956.69,DG Khan Cement Company,Cement
2020-12-04,102.23,103.78,102.0,103.1,1898714.0,DGKC,35956.69,DG Khan Cement Company,Cement
2020-12-07,101.9,103.3,101.29,102.43,1075915.0,DGKC,35956.69,DG Khan Cement Company,Cement
2020-12-08,103.44,104.55,101.37,102.03,3878982.0,DGKC,40473.18,DG Khan Cement Company,Cement
2020-12-09,104.17,105.9,103.83,103.97,4993416.0,DGKC,40473.18,DG Khan Cement Company,Cement
2020-12-10,104.46,104.93,103.3,104.65,1389124.0,DGKC,40209.82,DG Khan Cement Company,Cement
2020-12-11,104.45,106.36,104.07,104.54,3181373.0,DGKC,40564.55,DG Khan Cement Company,Cement
2020-12-14,106.93,107.34,104.65,104.65,4991261.0,DGKC,43266.22,DG Khan Cement Company,Cement
2020-12-15,107.53,110.33,106.97,107.82,7214778.0,DGKC,43250.84,DG Khan Cement Company,Cement
2020-12-16,105.29,107.68,105.04,107.44,2384449.0,DGKC,43360.19,DG Khan Cement Company,Cement
2020-12-17,106.33,106.67,104.86,105.55,2080894.0,DGKC,43766.69,DG Khan Cement Company,Cement
2020-12-18,105.21,107.91,104.93,106.8,1856697.0,DGKC,43740.55,DG Khan Cement Company,Cement
2020-12-21,104.93,107.05,104.07,105.04,2858765.0,DGKC,43333.76,DG Khan Cement Company,Cement
2020-12-22,104.78,107.05,104.17,105.03,2088596.0,DGKC,42906.94,DG Khan Cement Company,Cement
